,Customer Subtype,Number of houses,Avg size household,Avg age,Customer main type,Roman catholic,Protestant,Other relition,No religion,Married,Living together,Other relation,Singles,Household without children,Household with children,High level education,Medium level education,Lower level education,High status,Entrepreneur,Farmer,Middle management,Skilled labourers,Unskilled labourers,Social class A,Social class B1,Social class B2,Social class C,Social class D,Rented house,Home owners,1 car,2 cars,No car,National Health Service,Private health insurance,Income 30.000,Income 30-45.000,Income 45-75.000,Income 75-122.000,Income>123.000,Average income,Purchasing power class,Contribution private third party insurance,Contribution third party insurance (firms),Contribution third party insurance (agriculture),Contribution car policies,Contribution delivery van policies,Contribution motorcycle/scooter policies,Contribution lorry policies,Contribution trailer policies,Contribution tractor polities,Contribution agricultural machines policies,Contribution moped policies,Contribution life insurances,Contribution private accident insurance policies,Contribution family accidents insurance policies,Contribution disability insurance policies,Contribution fire policies,Contribution surfboard policies,Contribution boat policies,Contribution bicycle policies,Contribution property insurance policies,Contribution social security insurance policies,Number of private third party insurance,Number of third party insurance (firms),Number of third party insurance (agriculture),Number of car policies,Number of delivery van policies,Number of motorcycle/scooter policies,Number of lorry policies,Number of trailer policies,Number of tractor policies,Number of agricultural machines policies,Number of moped policies,Number of life insurances,Number of private accident insurance policies,Number of family accidents insurance policies,Number of disability insurance policies,Number of fire policies,Number of surfboard policies,Number of boat policies,Number of bicycle policies,Number of property insurance policies,Number of social security insurance policies,Target
2090,"Modern, complete families",2,2,30-40,Average Family,11 - 23%,24 - 36%,1 - 10%,50 - 62%,37 - 49%,0%,50 - 62%,37 - 49%,24 - 36%,24 - 36%,11 - 23%,50 - 62%,24 - 36%,1 - 10%,0%,0%,37 - 49%,1 - 10%,37 - 49%,1 - 10%,24 - 36%,24 - 36%,24 - 36%,1 - 10%,50 - 62%,37 - 49%,76 - 88%,0%,11 - 23%,63 - 75%,24 - 36%,37 - 49%,24 - 36%,24 - 36%,1 - 10%,0%,24 - 36%,37 - 49%,f 50-99,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 50-99,f 0,f 0,f 0,f 0,f 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2091,Young and rising,1,2,30-40,Living well,0%,50 - 62%,11 - 23%,11 - 23%,50 - 62%,37 - 49%,0%,11 - 23%,76 - 88%,0%,0%,37 - 49%,50 - 62%,0%,0%,0%,76 - 88%,11 - 23%,0%,0%,37 - 49%,0%,50 - 62%,0%,0%,100%,50 - 62%,0%,37 - 49%,100%,0%,0%,11 - 23%,76 - 88%,0%,0%,37 - 49%,24 - 36%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2092,Large family farms,1,4,30-40,Farmers,1 - 10%,37 - 49%,1 - 10%,37 - 49%,76 - 88%,1 - 10%,11 - 23%,11 - 23%,37 - 49%,37 - 49%,50 - 62%,37 - 49%,0%,0%,50 - 62%,37 - 49%,0%,0%,0%,100%,0%,0%,0%,0%,37 - 49%,50 - 62%,63 - 75%,11 - 23%,1 - 10%,50 - 62%,37 - 49%,0%,0%,100%,0%,0%,63 - 75%,24 - 36%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2093,Family starters,1,3,40-50,Average Family,0%,89 - 99%,0%,1 - 10%,100%,0%,0%,0%,37 - 49%,50 - 62%,0%,37 - 49%,50 - 62%,24 - 36%,1 - 10%,11 - 23%,11 - 23%,11 - 23%,1 - 10%,11 - 23%,1 - 10%,37 - 49%,24 - 36%,0%,24 - 36%,63 - 75%,63 - 75%,11 - 23%,1 - 10%,50 - 62%,37 - 49%,0%,0%,76 - 88%,11 - 23%,0%,63 - 75%,63 - 75%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 200-499,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2094,Low income catholics,1,2,40-50,Retired and Religeous,0%,63 - 75%,0%,24 - 36%,24 - 36%,0%,63 - 75%,24 - 36%,37 - 49%,24 - 36%,0%,24 - 36%,63 - 75%,11 - 23%,0%,0%,11 - 23%,37 - 49%,37 - 49%,1 - 10%,0%,11 - 23%,37 - 49%,24 - 36%,100%,0%,50 - 62%,0%,37 - 49%,50 - 62%,37 - 49%,50 - 62%,24 - 36%,1 - 10%,0%,0%,11 - 23%,1 - 10%,f 0,f 0,f 0,f 500-999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2095,Middle class families,1,3,40-50,Driven Growers,24 - 36%,37 - 49%,11 - 23%,11 - 23%,89 - 99%,1 - 10%,0%,0%,50 - 62%,37 - 49%,37 - 49%,24 - 36%,11 - 23%,50 - 62%,0%,0%,11 - 23%,1 - 10%,11 - 23%,37 - 49%,11 - 23%,11 - 23%,1 - 10%,11 - 23%,0%,100%,100%,0%,0%,37 - 49%,50 - 62%,11 - 23%,11 - 23%,50 - 62%,0%,0%,50 - 62%,76 - 88%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 200-499,f 0,f 0,f 0,f 0,f 0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,insurance
2096,"Young, low educated",1,3,30-40,Living well,0%,0%,24 - 36%,63 - 75%,63 - 75%,11 - 23%,1 - 10%,1 - 10%,37 - 49%,37 - 49%,1 - 10%,50 - 62%,37 - 49%,11 - 23%,0%,0%,24 - 36%,11 - 23%,37 - 49%,11 - 23%,1 - 10%,37 - 49%,24 - 36%,11 - 23%,89 - 99%,1 - 10%,76 - 88%,0%,11 - 23%,76 - 88%,11 - 23%,24 - 36%,11 - 23%,24 - 36%,11 - 23%,0%,37 - 49%,11 - 23%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2097,Middle class families,1,3,40-50,Driven Growers,76 - 88%,0%,0%,24 - 36%,76 - 88%,11 - 23%,0%,1 - 10%,24 - 36%,50 - 62%,24 - 36%,24 - 36%,37 - 49%,24 - 36%,1 - 10%,11 - 23%,24 - 36%,1 - 10%,11 - 23%,24 - 36%,1 - 10%,24 - 36%,24 - 36%,1 - 10%,24 - 36%,63 - 75%,37 - 49%,50 - 62%,0%,11 - 23%,76 - 88%,11 - 23%,24 - 36%,24 - 36%,11 - 23%,1 - 10%,50 - 62%,76 - 88%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2098,Middle class families,2,3,40-50,Driven Growers,11 - 23%,37 - 49%,1 - 10%,24 - 36%,63 - 75%,1 - 10%,11 - 23%,11 - 23%,24 - 36%,37 - 49%,24 - 36%,37 - 49%,24 - 36%,24 - 36%,1 - 10%,0%,37 - 49%,1 - 10%,11 - 23%,24 - 36%,11 - 23%,24 - 36%,11 - 23%,1 - 10%,24 - 36%,63 - 75%,63 - 75%,11 - 23%,11 - 23%,63 - 75%,24 - 36%,11 - 23%,24 - 36%,37 - 49%,11 - 23%,1 - 10%,50 - 62%,76 - 88%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 500-999,f 0,f 0,f 0,f 200-499,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,insurance
2099,Middle class families,1,2,50-60,Driven Growers,11 - 23%,11 - 23%,11 - 23%,50 - 62%,76 - 88%,1 - 10%,11 - 23%,11 - 23%,37 - 49%,37 - 49%,50 - 62%,24 - 36%,11 - 23%,89 - 99%,1 - 10%,0%,0%,0%,0%,76 - 88%,0%,11 - 23%,0%,0%,0%,100%,24 - 36%,50 - 62%,11 - 23%,11 - 23%,76 - 88%,0%,11 - 23%,50 - 62%,11 - 23%,1 - 10%,63 - 75%,76 - 88%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 1000-4999,f 0,f 100-199,f 0,f 200-499,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,noinsurance
2100,Village families,1,4,40-50,Family with grown ups,1 - 10%,37 - 49%,11 - 23%,24 - 36%,76 - 88%,1 - 10%,11 - 23%,0%,0%,100%,0%,0%,100%,0%,0%,0%,0%,50 - 62%,37 - 49%,0%,0%,0%,50 - 62%,37 - 49%,100%,0%,63 - 75%,11 - 23%,11 - 23%,76 - 88%,11 - 23%,0%,37 - 49%,50 - 62%,0%,0%,37 - 49%,50 - 62%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 200-499,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2101,"Large family, employed child",1,3,40-50,Family with grown ups,1 - 10%,37 - 49%,1 - 10%,37 - 49%,76 - 88%,1 - 10%,11 - 23%,1 - 10%,50 - 62%,37 - 49%,0%,1 - 10%,89 - 99%,50 - 62%,0%,0%,11 - 23%,0%,11 - 23%,1 - 10%,1 - 10%,50 - 62%,37 - 49%,0%,11 - 23%,76 - 88%,63 - 75%,11 - 23%,1 - 10%,50 - 62%,37 - 49%,1 - 10%,37 - 49%,50 - 62%,1 - 10%,0%,37 - 49%,63 - 75%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2102,Large religous families,1,3,40-50,Conservative families,1 - 10%,37 - 49%,1 - 10%,50 - 62%,63 - 75%,11 - 23%,11 - 23%,11 - 23%,24 - 36%,50 - 62%,1 - 10%,24 - 36%,63 - 75%,1 - 10%,0%,0%,24 - 36%,24 - 36%,11 - 23%,1 - 10%,11 - 23%,1 - 10%,50 - 62%,11 - 23%,89 - 99%,1 - 10%,63 - 75%,1 - 10%,11 - 23%,89 - 99%,1 - 10%,24 - 36%,50 - 62%,11 - 23%,1 - 10%,1 - 10%,24 - 36%,50 - 62%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2103,Large religous families,1,3,40-50,Conservative families,11 - 23%,37 - 49%,1 - 10%,24 - 36%,89 - 99%,0%,1 - 10%,1 - 10%,50 - 62%,37 - 49%,1 - 10%,37 - 49%,37 - 49%,1 - 10%,0%,0%,63 - 75%,1 - 10%,24 - 36%,0%,24 - 36%,11 - 23%,37 - 49%,0%,50 - 62%,37 - 49%,50 - 62%,11 - 23%,24 - 36%,63 - 75%,24 - 36%,11 - 23%,37 - 49%,24 - 36%,1 - 10%,0%,37 - 49%,50 - 62%,f 0,f 0,f 0,f 500-999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2104,Young all american family,1,3,30-40,Average Family,0%,50 - 62%,11 - 23%,24 - 36%,50 - 62%,11 - 23%,24 - 36%,24 - 36%,1 - 10%,50 - 62%,1 - 10%,63 - 75%,11 - 23%,1 - 10%,0%,0%,50 - 62%,24 - 36%,1 - 10%,1 - 10%,37 - 49%,1 - 10%,37 - 49%,1 - 10%,89 - 99%,1 - 10%,89 - 99%,0%,1 - 10%,100%,0%,37 - 49%,37 - 49%,11 - 23%,0%,0%,24 - 36%,63 - 75%,f 50-99,f 0,f 0,f 500-999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,noinsurance
2105,Lower class large families,1,3,40-50,Family with grown ups,0%,63 - 75%,1 - 10%,11 - 23%,63 - 75%,0%,24 - 36%,11 - 23%,24 - 36%,50 - 62%,1 - 10%,11 - 23%,63 - 75%,1 - 10%,0%,1 - 10%,37 - 49%,11 - 23%,37 - 49%,1 - 10%,11 - 23%,11 - 23%,50 - 62%,11 - 23%,11 - 23%,76 - 88%,76 - 88%,0%,11 - 23%,76 - 88%,11 - 23%,0%,37 - 49%,50 - 62%,0%,0%,37 - 49%,24 - 36%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 200-499,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,noinsurance
2106,"Modern, complete families",2,3,30-40,Average Family,0%,50 - 62%,0%,37 - 49%,100%,0%,0%,0%,37 - 49%,50 - 62%,11 - 23%,50 - 62%,11 - 23%,11 - 23%,11 - 23%,0%,37 - 49%,0%,11 - 23%,24 - 36%,0%,37 - 49%,11 - 23%,0%,76 - 88%,11 - 23%,76 - 88%,11 - 23%,0%,63 - 75%,24 - 36%,37 - 49%,50 - 62%,0%,0%,0%,24 - 36%,37 - 49%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2107,Couples with teens 'Married with children',1,2,60-70,Family with grown ups,11 - 23%,63 - 75%,11 - 23%,11 - 23%,11 - 23%,0%,76 - 88%,24 - 36%,37 - 49%,24 - 36%,0%,11 - 23%,76 - 88%,1 - 10%,0%,1 - 10%,1 - 10%,1 - 10%,76 - 88%,0%,1 - 10%,1 - 10%,37 - 49%,37 - 49%,24 - 36%,63 - 75%,50 - 62%,0%,37 - 49%,100%,0%,11 - 23%,50 - 62%,24 - 36%,0%,0%,24 - 36%,24 - 36%,f 50-99,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 1-49,f 0,f 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,noinsurance
2108,Mixed seniors,1,3,50-60,Retired and Religeous,0%,63 - 75%,0%,24 - 36%,50 - 62%,1 - 10%,37 - 49%,24 - 36%,24 - 36%,37 - 49%,0%,1 - 10%,89 - 99%,1 - 10%,0%,0%,11 - 23%,24 - 36%,50 - 62%,1 - 10%,1 - 10%,1 - 10%,37 - 49%,37 - 49%,76 - 88%,11 - 23%,37 - 49%,0%,50 - 62%,89 - 99%,1 - 10%,50 - 62%,24 - 36%,1 - 10%,1 - 10%,0%,24 - 36%,1 - 10%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2109,"Modern, complete families",1,3,40-50,Average Family,1 - 10%,50 - 62%,11 - 23%,1 - 10%,63 - 75%,1 - 10%,24 - 36%,11 - 23%,24 - 36%,50 - 62%,1 - 10%,24 - 36%,50 - 62%,1 - 10%,0%,0%,24 - 36%,24 - 36%,24 - 36%,1 - 10%,11 - 23%,11 - 23%,50 - 62%,1 - 10%,89 - 99%,1 - 10%,50 - 62%,1 - 10%,24 - 36%,63 - 75%,24 - 36%,50 - 62%,11 - 23%,11 - 23%,1 - 10%,0%,24 - 36%,37 - 49%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,noinsurance
2110,Religious elderly singles,1,2,50-60,Retired and Religeous,1 - 10%,37 - 49%,11 - 23%,37 - 49%,63 - 75%,1 - 10%,24 - 36%,0%,50 - 62%,37 - 49%,0%,11 - 23%,76 - 88%,0%,0%,0%,0%,0%,100%,0%,0%,11 - 23%,11 - 23%,50 - 62%,50 - 62%,37 - 49%,50 - 62%,1 - 10%,24 - 36%,76 - 88%,11 - 23%,0%,76 - 88%,0%,11 - 23%,0%,37 - 49%,11 - 23%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2111,"Large family, employed child",1,3,40-50,Family with grown ups,0%,37 - 49%,0%,50 - 62%,100%,0%,0%,0%,50 - 62%,37 - 49%,24 - 36%,37 - 49%,24 - 36%,11 - 23%,0%,0%,50 - 62%,11 - 23%,1 - 10%,11 - 23%,1 - 10%,24 - 36%,37 - 49%,1 - 10%,11 - 23%,76 - 88%,50 - 62%,37 - 49%,0%,50 - 62%,37 - 49%,0%,11 - 23%,24 - 36%,11 - 23%,24 - 36%,89 - 99%,63 - 75%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,noinsurance
2112,Young all american family,1,4,40-50,Average Family,1 - 10%,63 - 75%,1 - 10%,24 - 36%,63 - 75%,1 - 10%,11 - 23%,11 - 23%,11 - 23%,63 - 75%,11 - 23%,24 - 36%,37 - 49%,11 - 23%,1 - 10%,1 - 10%,24 - 36%,11 - 23%,1 - 10%,11 - 23%,11 - 23%,24 - 36%,24 - 36%,1 - 10%,24 - 36%,63 - 75%,63 - 75%,24 - 36%,1 - 10%,63 - 75%,24 - 36%,24 - 36%,24 - 36%,24 - 36%,1 - 10%,1 - 10%,37 - 49%,76 - 88%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2113,Mixed apartment dwellers,1,2,50-60,Living well,0%,50 - 62%,11 - 23%,11 - 23%,100%,0%,0%,0%,63 - 75%,24 - 36%,76 - 88%,0%,11 - 23%,24 - 36%,50 - 62%,0%,0%,0%,11 - 23%,63 - 75%,0%,11 - 23%,11 - 23%,0%,0%,100%,100%,0%,0%,11 - 23%,76 - 88%,0%,11 - 23%,50 - 62%,11 - 23%,0%,63 - 75%,11 - 23%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2114,Porchless seniors: no front yard,1,3,50-60,Retired and Religeous,11 - 23%,37 - 49%,0%,37 - 49%,76 - 88%,0%,11 - 23%,0%,24 - 36%,63 - 75%,1 - 10%,1 - 10%,76 - 88%,11 - 23%,0%,0%,24 - 36%,24 - 36%,24 - 36%,1 - 10%,0%,11 - 23%,50 - 62%,11 - 23%,1 - 10%,89 - 99%,50 - 62%,11 - 23%,11 - 23%,76 - 88%,11 - 23%,0%,76 - 88%,11 - 23%,0%,0%,24 - 36%,24 - 36%,f 50-99,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2115,Traditional families,2,3,30-40,Conservative families,0%,63 - 75%,1 - 10%,11 - 23%,76 - 88%,1 - 10%,1 - 10%,0%,37 - 49%,50 - 62%,1 - 10%,63 - 75%,24 - 36%,0%,0%,0%,1 - 10%,37 - 49%,50 - 62%,1 - 10%,0%,1 - 10%,89 - 99%,0%,50 - 62%,37 - 49%,89 - 99%,1 - 10%,1 - 10%,37 - 49%,50 - 62%,0%,37 - 49%,50 - 62%,1 - 10%,0%,37 - 49%,37 - 49%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2116,Young and rising,1,1,30-40,Living well,1 - 10%,37 - 49%,1 - 10%,37 - 49%,11 - 23%,11 - 23%,50 - 62%,50 - 62%,24 - 36%,1 - 10%,1 - 10%,37 - 49%,37 - 49%,11 - 23%,0%,0%,11 - 23%,11 - 23%,37 - 49%,11 - 23%,1 - 10%,11 - 23%,50 - 62%,1 - 10%,76 - 88%,11 - 23%,63 - 75%,0%,24 - 36%,76 - 88%,11 - 23%,37 - 49%,24 - 36%,11 - 23%,1 - 10%,0%,24 - 36%,24 - 36%,f 50-99,f 0,f 0,f 500-999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 50-99,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2117,Very Important Provincials,1,4,30-40,Successful hedonists,1 - 10%,37 - 49%,1 - 10%,37 - 49%,76 - 88%,1 - 10%,11 - 23%,11 - 23%,37 - 49%,37 - 49%,50 - 62%,37 - 49%,0%,0%,50 - 62%,37 - 49%,0%,0%,0%,100%,0%,0%,0%,0%,37 - 49%,50 - 62%,63 - 75%,11 - 23%,1 - 10%,50 - 62%,37 - 49%,0%,0%,100%,0%,0%,63 - 75%,63 - 75%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2118,Traditional families,1,2,40-50,Conservative families,0%,24 - 36%,24 - 36%,37 - 49%,50 - 62%,0%,37 - 49%,37 - 49%,1 - 10%,50 - 62%,0%,0%,100%,0%,0%,0%,37 - 49%,0%,50 - 62%,0%,0%,0%,50 - 62%,37 - 49%,100%,0%,63 - 75%,0%,24 - 36%,100%,0%,1 - 10%,63 - 75%,24 - 36%,0%,0%,37 - 49%,37 - 49%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,insurance
2119,"Modern, complete families",1,4,40-50,Average Family,0%,63 - 75%,1 - 10%,24 - 36%,100%,0%,0%,0%,1 - 10%,89 - 99%,0%,37 - 49%,50 - 62%,0%,0%,0%,24 - 36%,37 - 49%,24 - 36%,0%,0%,50 - 62%,37 - 49%,0%,37 - 49%,50 - 62%,76 - 88%,11 - 23%,0%,100%,0%,0%,100%,0%,0%,0%,24 - 36%,37 - 49%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2120,Family starters,1,3,40-50,Average Family,11 - 23%,76 - 88%,0%,0%,100%,0%,0%,11 - 23%,24 - 36%,37 - 49%,0%,50 - 62%,37 - 49%,50 - 62%,0%,0%,37 - 49%,0%,1 - 10%,1 - 10%,11 - 23%,37 - 49%,11 - 23%,11 - 23%,1 - 10%,89 - 99%,76 - 88%,11 - 23%,0%,76 - 88%,11 - 23%,11 - 23%,37 - 49%,24 - 36%,0%,1 - 10%,37 - 49%,63 - 75%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 500-999,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
2121,Large religous families,1,3,40-50,Conservative families,24 - 36%,24 - 36%,11 - 23%,1 - 10%,50 - 62%,1 - 10%,24 - 36%,24 - 36%,24 - 36%,37 - 49%,1 - 10%,50 - 62%,37 - 49%,1 - 10%,1 - 10%,1 - 10%,37 - 49%,24 - 36%,1 - 10%,11 - 23%,1 - 10%,24 - 36%,37 - 49%,1 - 10%,63 - 75%,24 - 36%,50 - 62%,11 - 23%,24 - 36%,76 - 88%,11 - 23%,37 - 49%,37 - 49%,24 - 36%,0%,0%,24 - 36%,50 - 62%,f 0,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noinsurance
2122,"Modern, complete families",1,3,40-50,Average Family,0%,50 - 62%,0%,37 - 49%,76 - 88%,11 - 23%,0%,0%,11 - 23%,76 - 88%,11 - 23%,50 - 62%,24 - 36%,11 - 23%,0%,0%,37 - 49%,11 - 23%,11 - 23%,11 - 23%,11 - 23%,37 - 49%,11 - 23%,1 - 10%,89 - 99%,1 - 10%,100%,0%,0%,50 - 62%,37 - 49%,11 - 23%,37 - 49%,24 - 36%,11 - 23%,0%,50 - 62%,37 - 49%,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 100-199,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,noinsurance
2123,Large religous families,1,3,40-50,Conservative families,1 - 10%,63 - 75%,1 - 10%,11 - 23%,76 - 88%,1 - 10%,11 - 23%,1 - 10%,24 - 36%,50 - 62%,11 - 23%,37 - 49%,37 - 49%,11 - 23%,1 - 10%,1 - 10%,37 - 49%,11 - 23%,11 - 23%,11 - 23%,11 - 23%,24 - 36%,37 - 49%,0%,37 - 49%,50 - 62%,76 - 88%,1 - 10%,1 - 10%,50 - 62%,37 - 49%,11 - 23%,24 - 36%,24 - 36%,11 - 23%,0%,37 - 49%,50 - 62%,f 50-99,f 0,f 0,f 1000-4999,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 0,f 200-499,f 0,f 0,f 0,f 0,f 0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,noinsurance
